SKU,Attr01,Attr02,Attr03,Attr04,Attr05,Attr06,Attr07,Attr08,Attr09,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49
SKU000120,Small,WarehouseA,InStock,Supplier2,73,Large,WarehouseC,InStock,Supplier4,402,Medium,WarehouseB,OutOfStock,Supplier4,263,Large,WarehouseB,LowStock,Supplier1,313,XL,WarehouseC,OutOfStock,Supplier4,268,Small,WarehouseA,InStock,Supplier4,147,Large,WarehouseA,InStock,Supplier3,2,XL,WarehouseC,OutOfStock,Supplier4,38,Large,WarehouseB,LowStock,Supplier2,476,XL,WarehouseC,OutOfStock,Supplier2
SKU000121,Large,WarehouseA,InStock,Supplier1,171,Small,WarehouseA,InStock,Supplier1,19,XL,WarehouseC,LowStock,Supplier4,22,Medium,WarehouseB,InStock,Supplier4,57,Small,WarehouseC,OutOfStock,Supplier2,182,XL,WarehouseC,InStock,Supplier4,266,XL,WarehouseB,LowStock,Supplier2,429,XL,WarehouseB,InStock,Supplier2,4,Medium,WarehouseC,InStock,Supplier2,439,Small,WarehouseB,OutOfStock,Supplier2
SKU000122,Small,WarehouseB,OutOfStock,Supplier4,324,Medium,WarehouseA,InStock,Supplier1,384,Small,WarehouseB,InStock,Supplier4,39,Large,WarehouseB,InStock,Supplier1,461,Small,WarehouseC,InStock,Supplier4,85,XL,WarehouseB,InStock,Supplier2,370,Medium,WarehouseA,LowStock,Supplier2,47,Medium,WarehouseC,InStock,Supplier4,435,Small,WarehouseA,LowStock,Supplier4,257,XL,WarehouseC,OutOfStock,Supplier1
SKU000123,Small,WarehouseB,OutOfStock,Supplier4,394,Large,WarehouseA,InStock,Supplier2,377,Medium,WarehouseA,LowStock,Supplier3,271,XL,WarehouseC,LowStock,Supplier4,197,Large,WarehouseA,LowStock,Supplier3,152,Medium,WarehouseA,LowStock,Supplier4,443,Large,WarehouseC,LowStock,Supplier2,380,Large,WarehouseB,OutOfStock,Supplier1,265,Small,WarehouseC,InStock,Supplier1,412,Medium,WarehouseB,InStock,Supplier4
SKU000124,XL,WarehouseC,OutOfStock,Supplier3,266,Large,WarehouseB,OutOfStock,Supplier4,43,Medium,WarehouseC,OutOfStock,Supplier1,239,XL,WarehouseA,LowStock,Supplier3,484,Medium,WarehouseB,InStock,Supplier3,359,Medium,WarehouseB,InStock,Supplier2,2,Small,WarehouseA,LowStock,Supplier2,240,Medium,WarehouseC,OutOfStock,Supplier3,256,XL,WarehouseC,OutOfStock,Supplier3,58,XL,WarehouseB,LowStock,Supplier3
SKU000125,Large,WarehouseB,LowStock,Supplier3,244,Large,WarehouseA,LowStock,Supplier2,419,Large,WarehouseB,OutOfStock,Supplier1,253,XL,WarehouseA,InStock,Supplier3,388,Large,WarehouseA,InStock,Supplier4,356,Medium,WarehouseB,LowStock,Supplier3,389,Medium,WarehouseC,LowStock,Supplier3,402,Small,WarehouseB,LowStock,Supplier3,458,Small,WarehouseC,LowStock,Supplier1,394,XL,WarehouseA,LowStock,Supplier1
SKU000126,Small,WarehouseA,OutOfStock,Supplier2,415,Large,WarehouseB,InStock,Supplier3,15,Small,WarehouseB,LowStock,Supplier2,266,Large,WarehouseA,LowStock,Supplier1,373,Small,WarehouseA,LowStock,Supplier3,191,Medium,WarehouseB,InStock,Supplier3,462,Small,WarehouseC,OutOfStock,Supplier3,174,XL,WarehouseC,LowStock,Supplier1,470,Small,WarehouseA,InStock,Supplier4,246,XL,WarehouseB,OutOfStock,Supplier4
SKU000127,Large,WarehouseC,LowStock,Supplier2,476,Small,WarehouseC,InStock,Supplier2,243,Large,WarehouseC,OutOfStock,Supplier3,54,XL,WarehouseA,OutOfStock,Supplier2,147,Large,WarehouseB,InStock,Supplier4,390,Small,WarehouseC,LowStock,Supplier4,347,Large,WarehouseB,InStock,Supplier2,406,Large,WarehouseB,OutOfStock,Supplier3,209,XL,WarehouseA,OutOfStock,Supplier4,314,XL,WarehouseB,InStock,Supplier3
SKU000128,Large,WarehouseA,InStock,Supplier2,35,Medium,WarehouseA,LowStock,Supplier1,183,Small,WarehouseB,LowStock,Supplier3,230,Medium,WarehouseC,OutOfStock,Supplier2,318,Medium,WarehouseC,OutOfStock,Supplier4,143,XL,WarehouseC,OutOfStock,Supplier4,244,Small,WarehouseB,InStock,Supplier3,149,Small,WarehouseA,LowStock,Supplier2,31,Large,WarehouseA,LowStock,Supplier2,205,Small,WarehouseA,LowStock,Supplier3
SKU000129,Small,WarehouseB,InStock,Supplier4,114,Large,WarehouseC,LowStock,Supplier3,171,Small,WarehouseA,OutOfStock,Supplier4,431,Large,WarehouseC,OutOfStock,Supplier3,413,Large,WarehouseB,LowStock,Supplier2,309,Large,WarehouseB,InStock,Supplier2,409,Large,WarehouseB,InStock,Supplier3,337,XL,WarehouseC,InStock,Supplier2,401,Medium,WarehouseC,OutOfStock,Supplier3,130,Large,WarehouseB,InStock,Supplier1
SKU000130,Medium,WarehouseB,LowStock,Supplier2,166,XL,WarehouseB,InStock,Supplier3,325,Medium,WarehouseB,LowStock,Supplier4,59,Medium,WarehouseA,InStock,Supplier1,29,Medium,WarehouseC,InStock,Supplier3,386,Medium,WarehouseA,LowStock,Supplier1,474,Medium,WarehouseA,LowStock,Supplier3,128,Medium,WarehouseB,OutOfStock,Supplier3,405,XL,WarehouseA,InStock,Supplier3,140,Medium,WarehouseB,LowStock,Supplier1
SKU000131,XL,WarehouseA,InStock,Supplier4,445,Large,WarehouseA,LowStock,Supplier4,329,Large,WarehouseB,LowStock,Supplier1,234,Large,WarehouseB,OutOfStock,Supplier2,26,Medium,WarehouseB,OutOfStock,Supplier2,71,Medium,WarehouseB,LowStock,Supplier2,322,XL,WarehouseA,OutOfStock,Supplier3,101,XL,WarehouseC,OutOfStock,Supplier1,415,Small,WarehouseB,LowStock,Supplier1,372,Medium,WarehouseA,InStock,Supplier3
SKU000132,Small,WarehouseB,LowStock,Supplier1,397,Small,WarehouseC,InStock,Supplier2,217,Medium,WarehouseA,OutOfStock,Supplier3,489,Small,WarehouseB,OutOfStock,Supplier1,205,Medium,WarehouseC,InStock,Supplier3,56,XL,WarehouseB,InStock,Supplier4,170,XL,WarehouseC,LowStock,Supplier2,234,Small,WarehouseA,InStock,Supplier4,356,Large,WarehouseB,LowStock,Supplier2,59,XL,WarehouseB,LowStock,Supplier1
SKU000133,XL,WarehouseB,LowStock,Supplier2,43,Small,WarehouseB,InStock,Supplier2,94,Medium,WarehouseA,OutOfStock,Supplier3,7,Large,WarehouseA,OutOfStock,Supplier2,350,Small,WarehouseC,LowStock,Supplier3,448,Small,WarehouseC,LowStock,Supplier4,139,Small,WarehouseC,InStock,Supplier1,292,Small,WarehouseB,InStock,Supplier3,448,Large,WarehouseB,OutOfStock,Supplier3,208,Small,WarehouseB,InStock,Supplier3
SKU000134,Small,WarehouseA,LowStock,Supplier1,492,XL,WarehouseB,LowStock,Supplier2,351,Large,WarehouseB,LowStock,Supplier3,164,Large,WarehouseA,LowStock,Supplier4,314,XL,WarehouseA,OutOfStock,Supplier1,78,Medium,WarehouseB,LowStock,Supplier4,223,Medium,WarehouseA,LowStock,Supplier3,357,Medium,WarehouseA,InStock,Supplier2,472,Large,WarehouseC,OutOfStock,Supplier3,472,Medium,WarehouseB,InStock,Supplier1
SKU000135,Medium,WarehouseB,InStock,Supplier1,83,Large,WarehouseC,LowStock,Supplier2,176,Large,WarehouseC,LowStock,Supplier2,57,Medium,WarehouseC,InStock,Supplier1,214,XL,WarehouseC,InStock,Supplier3,30,Small,WarehouseA,LowStock,Supplier3,329,Large,WarehouseA,InStock,Supplier2,347,Small,WarehouseC,InStock,Supplier4,312,Medium,WarehouseA,OutOfStock,Supplier2,277,Medium,WarehouseC,LowStock,Supplier3
SKU000136,XL,WarehouseA,LowStock,Supplier2,367,Large,WarehouseB,InStock,Supplier3,128,XL,WarehouseA,OutOfStock,Supplier2,430,Medium,WarehouseA,LowStock,Supplier4,431,Medium,WarehouseC,LowStock,Supplier3,354,Medium,WarehouseC,InStock,Supplier3,380,Medium,WarehouseB,InStock,Supplier1,276,Large,WarehouseB,InStock,Supplier2,162,Large,WarehouseB,LowStock,Supplier4,492,XL,WarehouseB,LowStock,Supplier3
SKU000137,Large,WarehouseA,InStock,Supplier3,188,Small,WarehouseA,OutOfStock,Supplier4,201,Large,WarehouseC,OutOfStock,Supplier3,81,XL,WarehouseA,LowStock,Supplier3,496,Small,WarehouseB,InStock,Supplier4,346,Small,WarehouseC,OutOfStock,Supplier3,36,Medium,WarehouseC,OutOfStock,Supplier4,303,Large,WarehouseA,LowStock,Supplier4,63,Small,WarehouseA,LowStock,Supplier1,32,Large,WarehouseA,LowStock,Supplier3
SKU000138,Medium,WarehouseC,LowStock,Supplier4,141,Small,WarehouseC,LowStock,Supplier1,113,Small,WarehouseB,LowStock,Supplier2,151,Small,WarehouseA,OutOfStock,Supplier1,225,Small,WarehouseA,OutOfStock,Supplier4,478,Medium,WarehouseB,InStock,Supplier3,105,Medium,WarehouseA,InStock,Supplier1,304,Large,WarehouseC,OutOfStock,Supplier4,105,Large,WarehouseA,OutOfStock,Supplier3,58,Large,WarehouseB,OutOfStock,Supplier3
SKU000139,Small,WarehouseA,LowStock,Supplier1,486,Small,WarehouseC,OutOfStock,Supplier1,290,XL,WarehouseB,OutOfStock,Supplier2,57,Small,WarehouseB,OutOfStock,Supplier3,349,XL,WarehouseC,LowStock,Supplier4,250,Large,WarehouseA,LowStock,Supplier4,69,XL,WarehouseA,InStock,Supplier2,474,Large,WarehouseA,InStock,Supplier3,490,Medium,WarehouseB,LowStock,Supplier4,465,XL,WarehouseA,OutOfStock,Supplier2
SKU000140,Large,WarehouseA,InStock,Supplier3,491,Large,WarehouseB,OutOfStock,Supplier4,162,XL,WarehouseB,OutOfStock,Supplier3,271,Medium,WarehouseB,LowStock,Supplier1,311,Small,WarehouseB,InStock,Supplier1,421,Medium,WarehouseC,OutOfStock,Supplier2,485,Small,WarehouseB,LowStock,Supplier3,394,XL,WarehouseB,InStock,Supplier1,326,Medium,WarehouseC,LowStock,Supplier2,44,Large,WarehouseA,InStock,Supplier2
SKU000141,Medium,WarehouseA,LowStock,Supplier1,35,XL,WarehouseB,InStock,Supplier4,156,Medium,WarehouseB,LowStock,Supplier1,14,XL,WarehouseB,OutOfStock,Supplier4,413,Large,WarehouseC,OutOfStock,Supplier1,1,Large,WarehouseB,LowStock,Supplier2,138,XL,WarehouseC,LowStock,Supplier4,467,Small,WarehouseB,InStock,Supplier1,428,Small,WarehouseA,LowStock,Supplier1,141,Small,WarehouseB,LowStock,Supplier3
SKU000142,Medium,WarehouseA,InStock,Supplier2,415,Large,WarehouseA,InStock,Supplier2,13,Small,WarehouseA,LowStock,Supplier1,454,Medium,WarehouseA,InStock,Supplier3,42,XL,WarehouseC,OutOfStock,Supplier1,381,XL,WarehouseC,OutOfStock,Supplier4,345,XL,WarehouseB,InStock,Supplier3,448,Medium,WarehouseB,OutOfStock,Supplier2,392,Large,WarehouseB,InStock,Supplier4,407,Large,WarehouseA,OutOfStock,Supplier2
SKU000143,Large,WarehouseB,LowStock,Supplier4,370,Large,WarehouseB,InStock,Supplier4,149,Small,WarehouseB,InStock,Supplier3,357,Small,WarehouseC,OutOfStock,Supplier1,66,Medium,WarehouseB,LowStock,Supplier1,241,XL,WarehouseB,InStock,Supplier4,49,Small,WarehouseC,InStock,Supplier3,327,XL,WarehouseC,OutOfStock,Supplier2,143,XL,WarehouseB,LowStock,Supplier2,335,Large,WarehouseC,LowStock,Supplier1
SKU000144,XL,WarehouseA,InStock,Supplier3,14,Small,WarehouseA,LowStock,Supplier2,223,Large,WarehouseC,LowStock,Supplier1,69,Large,WarehouseA,OutOfStock,Supplier1,466,Small,WarehouseA,OutOfStock,Supplier3,138,XL,WarehouseB,OutOfStock,Supplier3,453,Medium,WarehouseC,InStock,Supplier2,329,Medium,WarehouseA,LowStock,Supplier1,81,Medium,WarehouseC,LowStock,Supplier1,77,XL,WarehouseB,InStock,Supplier1
SKU000145,Large,WarehouseC,InStock,Supplier1,476,XL,WarehouseB,OutOfStock,Supplier4,221,XL,WarehouseB,InStock,Supplier1,369,XL,WarehouseB,OutOfStock,Supplier2,321,Small,WarehouseA,OutOfStock,Supplier1,377,Medium,WarehouseB,InStock,Supplier4,308,Small,WarehouseA,OutOfStock,Supplier1,445,XL,WarehouseC,InStock,Supplier2,189,Medium,WarehouseA,OutOfStock,Supplier1,489,Medium,WarehouseC,LowStock,Supplier1
SKU000146,Medium,WarehouseC,InStock,Supplier4,379,XL,WarehouseC,InStock,Supplier1,311,Medium,WarehouseB,LowStock,Supplier2,232,Large,WarehouseB,LowStock,Supplier1,313,Medium,WarehouseA,InStock,Supplier3,130,Medium,WarehouseB,LowStock,Supplier1,71,Large,WarehouseA,InStock,Supplier3,473,XL,WarehouseA,LowStock,Supplier1,82,Medium,WarehouseB,OutOfStock,Supplier3,162,Large,WarehouseC,InStock,Supplier4
SKU000147,XL,WarehouseC,OutOfStock,Supplier3,166,XL,WarehouseB,OutOfStock,Supplier1,128,Medium,WarehouseC,LowStock,Supplier2,36,Large,WarehouseA,LowStock,Supplier2,252,Large,WarehouseB,LowStock,Supplier4,445,Small,WarehouseC,LowStock,Supplier3,201,Medium,WarehouseC,OutOfStock,Supplier4,264,Large,WarehouseC,LowStock,Supplier4,314,Medium,WarehouseC,InStock,Supplier1,487,Small,WarehouseB,InStock,Supplier3
SKU000148,XL,WarehouseC,InStock,Supplier2,38,Medium,WarehouseA,LowStock,Supplier3,134,Medium,WarehouseA,OutOfStock,Supplier4,428,Small,WarehouseB,LowStock,Supplier3,138,Medium,WarehouseA,OutOfStock,Supplier1,175,Medium,WarehouseC,InStock,Supplier1,35,Medium,WarehouseA,OutOfStock,Supplier2,359,Large,WarehouseA,InStock,Supplier3,401,Medium,WarehouseA,InStock,Supplier2,433,XL,WarehouseC,LowStock,Supplier4
SKU000149,Large,WarehouseA,OutOfStock,Supplier2,270,XL,WarehouseA,OutOfStock,Supplier4,364,Large,WarehouseB,OutOfStock,Supplier1,15,Large,WarehouseA,LowStock,Supplier4,13,Small,WarehouseC,InStock,Supplier4,132,Small,WarehouseA,LowStock,Supplier3,448,Medium,WarehouseB,OutOfStock,Supplier4,17,Large,WarehouseA,InStock,Supplier2,386,XL,WarehouseB,InStock,Supplier1,299,Medium,WarehouseA,InStock,Supplier3
SKU000150,Small,WarehouseB,OutOfStock,Supplier3,148,XL,WarehouseA,OutOfStock,Supplier4,398,XL,WarehouseC,LowStock,Supplier1,315,XL,WarehouseB,InStock,Supplier1,135,Medium,WarehouseA,InStock,Supplier3,47,Large,WarehouseA,InStock,Supplier1,56,Large,WarehouseA,InStock,Supplier4,65,Large,WarehouseB,OutOfStock,Supplier2,418,Large,WarehouseA,OutOfStock,Supplier4,43,Large,WarehouseC,OutOfStock,Supplier3
SKU000151,Small,WarehouseB,OutOfStock,Supplier1,453,XL,WarehouseB,InStock,Supplier4,137,Small,WarehouseA,OutOfStock,Supplier1,403,Small,WarehouseB,OutOfStock,Supplier1,24,Large,WarehouseA,InStock,Supplier3,69,XL,WarehouseA,LowStock,Supplier2,484,Small,WarehouseA,LowStock,Supplier2,170,Medium,WarehouseC,LowStock,Supplier3,425,Large,WarehouseA,OutOfStock,Supplier2,496,XL,WarehouseB,InStock,Supplier1
SKU000152,Large,WarehouseC,OutOfStock,Supplier2,401,Large,WarehouseA,InStock,Supplier4,446,Small,WarehouseA,InStock,Supplier1,60,XL,WarehouseA,LowStock,Supplier4,195,Large,WarehouseA,OutOfStock,Supplier4,298,Small,WarehouseA,InStock,Supplier4,410,Medium,WarehouseC,LowStock,Supplier3,436,Large,WarehouseA,InStock,Supplier3,2,Medium,WarehouseA,OutOfStock,Supplier1,149,Medium,WarehouseA,LowStock,Supplier1
SKU000153,Small,WarehouseC,LowStock,Supplier1,380,Small,WarehouseB,OutOfStock,Supplier1,493,Small,WarehouseB,LowStock,Supplier4,235,XL,WarehouseB,OutOfStock,Supplier3,145,Large,WarehouseB,InStock,Supplier3,455,Medium,WarehouseB,LowStock,Supplier1,364,XL,WarehouseC,InStock,Supplier3,305,Small,WarehouseA,OutOfStock,Supplier4,282,Small,WarehouseB,OutOfStock,Supplier4,405,Medium,WarehouseC,LowStock,Supplier1
SKU000154,Medium,WarehouseB,LowStock,Supplier1,444,Large,WarehouseA,InStock,Supplier3,458,Medium,WarehouseA,OutOfStock,Supplier3,474,Medium,WarehouseB,LowStock,Supplier2,209,Small,WarehouseB,OutOfStock,Supplier2,43,Medium,WarehouseB,LowStock,Supplier2,69,XL,WarehouseA,InStock,Supplier3,112,Large,WarehouseC,LowStock,Supplier2,38,XL,WarehouseA,LowStock,Supplier2,148,Medium,WarehouseB,OutOfStock,Supplier1
SKU000155,XL,WarehouseC,LowStock,Supplier3,242,Small,WarehouseA,OutOfStock,Supplier4,483,XL,WarehouseB,OutOfStock,Supplier2,127,XL,WarehouseC,OutOfStock,Supplier3,189,Medium,WarehouseC,LowStock,Supplier2,268,Small,WarehouseB,InStock,Supplier3,21,Small,WarehouseC,OutOfStock,Supplier2,218,Large,WarehouseA,OutOfStock,Supplier4,105,XL,WarehouseA,LowStock,Supplier2,453,Large,WarehouseB,InStock,Supplier4
SKU000156,XL,WarehouseA,OutOfStock,Supplier4,210,Medium,WarehouseA,InStock,Supplier4,458,Medium,WarehouseB,InStock,Supplier3,484,Medium,WarehouseB,LowStock,Supplier3,168,Medium,WarehouseC,OutOfStock,Supplier4,220,XL,WarehouseA,OutOfStock,Supplier2,209,Small,WarehouseB,LowStock,Supplier4,443,Large,WarehouseB,InStock,Supplier4,426,XL,WarehouseB,OutOfStock,Supplier3,96,XL,WarehouseC,OutOfStock,Supplier2
SKU000157,Medium,WarehouseC,OutOfStock,Supplier1,257,Medium,WarehouseC,InStock,Supplier4,183,XL,WarehouseC,OutOfStock,Supplier2,153,XL,WarehouseC,InStock,Supplier4,339,Medium,WarehouseB,LowStock,Supplier2,168,Medium,WarehouseC,InStock,Supplier4,166,Medium,WarehouseB,OutOfStock,Supplier2,247,Large,WarehouseA,LowStock,Supplier1,202,Large,WarehouseC,LowStock,Supplier4,143,Medium,WarehouseA,OutOfStock,Supplier2
SKU000158,XL,WarehouseB,OutOfStock,Supplier1,59,XL,WarehouseB,InStock,Supplier3,242,Small,WarehouseB,LowStock,Supplier3,215,Large,WarehouseB,OutOfStock,Supplier1,400,Medium,WarehouseB,LowStock,Supplier2,384,Medium,WarehouseB,InStock,Supplier3,318,Medium,WarehouseB,LowStock,Supplier2,217,Large,WarehouseB,InStock,Supplier1,102,Large,WarehouseB,InStock,Supplier2,268,Large,WarehouseB,LowStock,Supplier1
SKU000159,Small,WarehouseB,LowStock,Supplier1,17,Small,WarehouseC,OutOfStock,Supplier1,280,XL,WarehouseB,LowStock,Supplier2,57,Medium,WarehouseC,InStock,Supplier4,427,Medium,WarehouseC,InStock,Supplier1,51,XL,WarehouseC,InStock,Supplier2,129,Medium,WarehouseC,InStock,Supplier3,236,Large,WarehouseB,InStock,Supplier2,337,Large,WarehouseC,InStock,Supplier4,223,Large,WarehouseA,LowStock,Supplier1
SKU000160,Medium,WarehouseB,InStock,Supplier1,123,Small,WarehouseC,OutOfStock,Supplier3,190,XL,WarehouseA,InStock,Supplier4,423,Small,WarehouseB,OutOfStock,Supplier4,42,XL,WarehouseA,LowStock,Supplier4,382,XL,WarehouseA,LowStock,Supplier3,415,Small,WarehouseC,InStock,Supplier4,143,Small,WarehouseA,OutOfStock,Supplier4,107,Medium,WarehouseC,InStock,Supplier4,278,XL,WarehouseC,LowStock,Supplier1
SKU000161,Medium,WarehouseC,InStock,Supplier3,338,XL,WarehouseB,LowStock,Supplier1,440,Medium,WarehouseA,LowStock,Supplier4,427,XL,WarehouseA,LowStock,Supplier4,113,XL,WarehouseC,InStock,Supplier4,101,Medium,WarehouseA,InStock,Supplier4,5,Large,WarehouseB,OutOfStock,Supplier4,128,Small,WarehouseA,LowStock,Supplier1,406,Medium,WarehouseC,LowStock,Supplier4,270,XL,WarehouseB,OutOfStock,Supplier4
SKU000162,XL,WarehouseB,OutOfStock,Supplier2,411,XL,WarehouseB,InStock,Supplier3,62,Small,WarehouseA,LowStock,Supplier3,283,Medium,WarehouseC,LowStock,Supplier1,234,Small,WarehouseC,OutOfStock,Supplier4,386,Small,WarehouseA,OutOfStock,Supplier3,306,Large,WarehouseC,InStock,Supplier4,66,Medium,WarehouseB,LowStock,Supplier2,217,XL,WarehouseB,LowStock,Supplier2,385,Large,WarehouseB,InStock,Supplier4
SKU000163,Small,WarehouseC,InStock,Supplier1,431,Large,WarehouseA,InStock,Supplier2,460,Small,WarehouseA,LowStock,Supplier3,456,XL,WarehouseC,OutOfStock,Supplier2,368,XL,WarehouseC,LowStock,Supplier3,51,Large,WarehouseB,InStock,Supplier3,98,XL,WarehouseC,LowStock,Supplier4,346,Medium,WarehouseB,InStock,Supplier4,405,Medium,WarehouseA,OutOfStock,Supplier4,261,Small,WarehouseB,InStock,Supplier1
SKU000164,XL,WarehouseA,LowStock,Supplier1,231,XL,WarehouseA,LowStock,Supplier2,139,Medium,WarehouseA,LowStock,Supplier2,430,Large,WarehouseC,OutOfStock,Supplier1,250,Medium,WarehouseC,LowStock,Supplier2,482,XL,WarehouseC,LowStock,Supplier3,485,Medium,WarehouseB,OutOfStock,Supplier1,160,Medium,WarehouseB,LowStock,Supplier3,176,Small,WarehouseC,LowStock,Supplier2,159,Medium,WarehouseC,OutOfStock,Supplier1
SKU000165,Large,WarehouseA,InStock,Supplier3,325,Small,WarehouseC,LowStock,Supplier2,356,Large,WarehouseB,OutOfStock,Supplier2,138,XL,WarehouseC,InStock,Supplier2,164,Large,WarehouseC,InStock,Supplier4,259,Medium,WarehouseC,LowStock,Supplier1,191,XL,WarehouseB,LowStock,Supplier3,250,XL,WarehouseC,InStock,Supplier1,346,XL,WarehouseB,InStock,Supplier1,290,Large,WarehouseB,OutOfStock,Supplier2
SKU000166,Medium,WarehouseB,LowStock,Supplier1,223,XL,WarehouseB,LowStock,Supplier2,165,Medium,WarehouseC,LowStock,Supplier4,275,XL,WarehouseA,OutOfStock,Supplier4,254,XL,WarehouseC,InStock,Supplier2,419,Medium,WarehouseB,InStock,Supplier3,144,XL,WarehouseA,InStock,Supplier1,269,Small,WarehouseA,LowStock,Supplier1,495,Small,WarehouseB,InStock,Supplier3,103,Small,WarehouseA,LowStock,Supplier1
SKU000167,Medium,WarehouseB,LowStock,Supplier2,0,Medium,WarehouseC,OutOfStock,Supplier1,290,Medium,WarehouseA,LowStock,Supplier2,155,Medium,WarehouseB,LowStock,Supplier2,278,XL,WarehouseC,LowStock,Supplier1,434,Medium,WarehouseC,InStock,Supplier4,222,Medium,WarehouseA,LowStock,Supplier3,324,Small,WarehouseA,OutOfStock,Supplier4,80,XL,WarehouseC,LowStock,Supplier1,390,Medium,WarehouseA,LowStock,Supplier2
SKU000168,Large,WarehouseC,LowStock,Supplier1,440,XL,WarehouseC,LowStock,Supplier1,82,XL,WarehouseB,LowStock,Supplier2,30,Medium,WarehouseC,InStock,Supplier3,264,Small,WarehouseB,LowStock,Supplier4,102,XL,WarehouseC,OutOfStock,Supplier1,452,XL,WarehouseC,InStock,Supplier3,278,XL,WarehouseA,LowStock,Supplier4,462,Small,WarehouseA,InStock,Supplier3,339,XL,WarehouseC,InStock,Supplier2
SKU000169,Medium,WarehouseA,LowStock,Supplier4,472,Medium,WarehouseA,OutOfStock,Supplier3,355,Medium,WarehouseC,OutOfStock,Supplier3,483,XL,WarehouseC,OutOfStock,Supplier3,10,Small,WarehouseC,OutOfStock,Supplier4,85,Medium,WarehouseA,OutOfStock,Supplier4,500,Medium,WarehouseA,InStock,Supplier2,117,Large,WarehouseB,InStock,Supplier1,206,Small,WarehouseB,LowStock,Supplier4,89,Medium,WarehouseC,OutOfStock,Supplier3
SKU000170,XL,WarehouseB,OutOfStock,Supplier4,183,Small,WarehouseB,OutOfStock,Supplier3,71,Large,WarehouseA,LowStock,Supplier4,408,XL,WarehouseB,OutOfStock,Supplier3,406,XL,WarehouseC,LowStock,Supplier2,285,XL,WarehouseA,OutOfStock,Supplier1,304,Large,WarehouseA,OutOfStock,Supplier2,66,Large,WarehouseA,LowStock,Supplier1,353,Small,WarehouseA,InStock,Supplier1,208,Small,WarehouseB,LowStock,Supplier3
SKU000171,XL,WarehouseC,OutOfStock,Supplier2,495,Large,WarehouseA,LowStock,Supplier1,159,Small,WarehouseB,InStock,Supplier3,331,XL,WarehouseB,OutOfStock,Supplier3,103,Medium,WarehouseA,LowStock,Supplier4,401,XL,WarehouseC,OutOfStock,Supplier2,447,XL,WarehouseA,InStock,Supplier2,266,Medium,WarehouseC,LowStock,Supplier3,27,Large,WarehouseC,InStock,Supplier2,401,XL,WarehouseB,InStock,Supplier1
SKU000172,Small,WarehouseA,LowStock,Supplier3,285,Small,WarehouseA,InStock,Supplier2,84,Medium,WarehouseA,LowStock,Supplier1,158,Large,WarehouseB,InStock,Supplier4,280,Large,WarehouseB,InStock,Supplier4,91,Small,WarehouseA,OutOfStock,Supplier2,261,Small,WarehouseA,OutOfStock,Supplier1,174,Medium,WarehouseB,LowStock,Supplier2,183,Large,WarehouseC,LowStock,Supplier2,71,Medium,WarehouseC,InStock,Supplier3
SKU000173,Small,WarehouseA,OutOfStock,Supplier4,101,Medium,WarehouseC,InStock,Supplier1,436,Medium,WarehouseA,InStock,Supplier2,126,XL,WarehouseB,LowStock,Supplier3,198,Large,WarehouseB,OutOfStock,Supplier4,22,Small,WarehouseC,InStock,Supplier2,246,Large,WarehouseB,OutOfStock,Supplier3,74,XL,WarehouseC,OutOfStock,Supplier1,284,XL,WarehouseC,OutOfStock,Supplier2,298,XL,WarehouseB,OutOfStock,Supplier2
SKU000174,XL,WarehouseA,OutOfStock,Supplier4,173,Medium,WarehouseC,InStock,Supplier4,314,Small,WarehouseA,OutOfStock,Supplier4,214,Small,WarehouseC,LowStock,Supplier1,337,Medium,WarehouseC,InStock,Supplier4,351,Small,WarehouseB,OutOfStock,Supplier1,368,Medium,WarehouseA,InStock,Supplier2,39,Small,WarehouseC,LowStock,Supplier4,342,XL,WarehouseA,LowStock,Supplier4,180,Small,WarehouseA,InStock,Supplier3
SKU000175,XL,WarehouseB,OutOfStock,Supplier2,132,Small,WarehouseC,InStock,Supplier2,275,XL,WarehouseA,LowStock,Supplier1,211,Medium,WarehouseC,OutOfStock,Supplier3,458,XL,WarehouseA,OutOfStock,Supplier3,492,XL,WarehouseA,LowStock,Supplier1,239,Large,WarehouseB,LowStock,Supplier2,381,XL,WarehouseB,InStock,Supplier4,151,XL,WarehouseB,InStock,Supplier4,130,XL,WarehouseB,LowStock,Supplier2
SKU000176,XL,WarehouseA,LowStock,Supplier4,467,Small,WarehouseB,InStock,Supplier1,161,XL,WarehouseC,LowStock,Supplier4,331,Small,WarehouseA,OutOfStock,Supplier1,283,Large,WarehouseC,OutOfStock,Supplier1,147,Large,WarehouseC,LowStock,Supplier1,219,XL,WarehouseC,LowStock,Supplier4,250,Large,WarehouseA,LowStock,Supplier3,470,Large,WarehouseC,LowStock,Supplier2,44,Large,WarehouseA,OutOfStock,Supplier1
